           2  -54.2911987       72.8994980               2   1.00000000      0.988905430      0.989507198      0.989266217      0.986857653      0.985035956      0.978440821      0.967393994      0.954943776      0.953191221      0.951729059      0.941006780      0.922181010      0.917540550      0.914551616      0.912366331      0.904501975      0.862059176      0.834668696      0.824894011      0.805625856      0.658017993    
           3  -54.2952003       72.8956985               2   1.00000000      0.881266236      0.888133109      0.901655972      0.916511655      0.920286596      0.922231674      0.910022199      0.887476265      0.884154499      0.881347895      0.859329462      0.820020974      0.810309649      0.804057062      0.799506605      0.783217549      0.698178351      0.645953655      0.627889514      0.593144894      0.363948554    
           4  -54.2892990       72.8926010               2   1.00000000      0.947684407      0.949545503      0.951661170      0.951199234      0.949173152      0.938401520      0.915849388      0.888404369      0.884522498      0.881281257      0.857336581      0.815789104      0.805677652      0.799194157      0.794473708      0.777608812      0.690094650      0.636769056      0.618355215      0.582994580      0.351941228    
           8  -54.3000984       72.8929977               1   1.00000000      0.995153904      0.995417595      0.995311975      0.994256079      0.993456483      0.990554750      0.985669553      0.980125785      0.979342163      0.978687704      0.973871350      0.965339422      0.963221252      0.961853743      0.960852325      0.957237184      0.937413394      0.924326003      0.919597030      0.910181522      0.833404720    
           9  -54.2882004       72.8929977               1   1.00000000      0.991211891      0.991689146      0.991498053      0.989587665      0.988142073      0.982903957      0.974113703      0.964181483      0.962781191      0.961612523      0.953031003      0.937914312      0.934178174      0.931769669      0.930007756      0.923659503      0.889197052      0.866768777      0.858727992      0.842818975      0.718112946    
          12  -54.2935982       72.8938980               1   1.00000000      0.991068184      0.991553187      0.991358995      0.989417493      0.987948418      0.982625544      0.973693967      0.963603795      0.962181330      0.960994303      0.952277958      0.936927080      0.933133721      0.930688381      0.928899586      0.922455132      0.887482882      0.864734888      0.856581688      0.840454221      0.714216530    
          15  -27.2031994       72.3944016               2   1.00000000      0.978926241      0.980063796      0.979608238      0.975059986      0.971626580      0.959245086      0.938675642      0.915747523      0.912541687      0.909871280      0.890402019      0.856704056      0.848492861      0.843223810      0.839381456      0.825622797      0.753241539      0.708211780      0.692462564      0.661911488      0.449778795    
          16  -27.2369995       72.3971024               2   1.00000000      0.869648457      0.873239040      0.880783021      0.890386939      0.893547356      0.898748338      0.898823619      0.891305983      0.890115499      0.889071405      0.878258407      0.855822682      0.849731207      0.845693767      0.842750072      0.832019567      0.772479177      0.732982337      0.719046831      0.691800058      0.493674845    
          17  -27.2238998       72.3957977               2   1.00000000      0.868970335      0.874151707      0.885006845      0.898624361      0.903122008      0.910931170      0.912912726      0.906121135      0.905021608      0.904046178      0.893519163      0.871733487      0.865847230      0.861953676      0.859118521      0.848806322      0.791923583      0.754363894      0.741099358      0.715133131      0.524564564    
          18  -27.2315998       72.3937988               2   1.00000000      0.983897567      0.984768867      0.984419882      0.980934381      0.978300691      0.968784571      0.952910423      0.935118139      0.932622015      0.930541217      0.915326178      0.888802826      0.882302463      0.878123462      0.875072122      0.864118218      0.805754066      0.768773258      0.755708337      0.730160534      0.543907285    
