           2  -54.2911987       72.8994980               2   1.00000000      0.405354828       16.1432629       6.48567724      0.647254527       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      0.767837524      0.944756925      0.598806918      0.765926003      0.944051087      0.595743418       4.55716274E-41  0.399581134      0.428998977               1           2           0   49.9248009       7.92710018       237.030609      0.668299973      0.286700010      -6.45023537       382.909180       0.00000000       9.63006306       3.37412477    
           3  -54.2952003       72.8956985               2   1.00000000       2.37487936       2.75540280       37.9980698      0.696096361       4.16457510       4.14185715       9.30480193E-03   5.06414032       11.6221218       2.45167371E-02   4.38570604E-03  0.627053380      0.883516788      0.382025599      0.624460101      0.881821871      0.378573984       4.55716274E-41  0.686213195      0.186089635               1           1           0   50.1450996       22.3899994       235.311707      0.647000015      0.120399997      -80.6377716       322.204041       0.00000000       9.08250141       4.40495014    
           4  -54.2892990       72.8926010               2   1.00000000       2.60528350       2.51172256       41.6845360      0.668627322       5.10705137       1.97893047       8.76201503E-03   19.6075401       8.92447662       7.66384741E-03   3.36772692E-03  0.627860963      0.907394052      0.360792190      0.623343587      0.904819727      0.354418427       4.55716274E-41  0.690783322      0.182883635               1           1           0   51.3643990       45.9589005       232.088303      0.733799994      0.134200007      -151.653915       382.909180       0.00000000       8.92227650       4.03449440    
           8  -54.3000984       72.8929977               1   1.00000000       7.69831091E-02   85.0024109       1.23172975      0.562336922       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      0.832505345      0.990342975      0.692939281      0.831790864      0.990208864      0.691671729       4.55716274E-41  0.290220559      0.550122559               0           2           0   50.0017014       24.3619003       234.802994      0.693300009      0.381399989      -162.831131       382.909180       0.00000000       9.78698063       3.64267254    
           9  -54.2882004       72.8929977               1   1.00000000      0.257298350       25.4325371       4.11677361      0.511845469       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      0.793379962      0.982522130      0.624337435      0.791746378      0.982172549      0.621510684       4.55716274E-41  0.466424286      0.363861769               0           2           0   50.5561981       36.9606018       233.143799      0.685699999      0.249500006      -303.653503       340.882568       0.00000000       9.75633717       4.68483782    
          12  -54.2935982       72.8938980               1   1.00000000      0.259822518       25.1854610       4.15716028      0.588361084       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      0.792049348      0.982237518      0.622034669      0.791343927      0.982086062      0.620814681       4.55716274E-41  0.392156839      0.436619729               0           2           0   49.5149002       2.56789994       57.7662964      0.653199971      0.285200000      -141.831131       331.543304       0.00000000       9.35613918       2.06713438    
          15  -27.2031994       72.3944016               2   1.00000000       1.53645802       4.25898361       24.5833282      0.836269736       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      0.604125619      0.792630374      0.424026310      0.597054243      0.786567032      0.415991694       4.55716274E-41  0.400837719      0.427717090               0           0           0   51.6749992       50.9042015       231.220703      0.769200027      0.328999996       357.475220       345.552185       3.33534575       13.1199684       8.59931469    
          16  -27.2369995       72.3971024               2   1.00000000       1.13264477       5.77740669       18.1223164      0.882730961       108.060799       1.91588485      0.185349390       20.1482868       8.92220116       7.46378535E-03   3.36686848E-03  0.665983260      0.859468281      0.481125712      0.664614022      0.858516634      0.479357541       4.55716274E-41  0.402877033      0.425641716               1           0           0   49.3967018       1.63170004       237.231201      0.755800009      0.321700007       112.020164       350.221802       212.641739       11.6665411       6.28445196    
          17  -27.2238998       72.3957977               2   1.00000000      0.952251434       6.87187147       15.2360229      0.813895941       55.6117325       2.79856181       9.99358222E-02   13.1797953       9.34767914       1.12843188E-02   3.52742616E-03  0.675295293      0.863311291      0.495662838      0.673625886      0.862172663      0.493486345       4.55716274E-41  0.402862966      0.425655961               1           2           0   49.5502014       16.8491993       235.654892      0.720300019      0.306600004       98.7697525       378.239563       282.950806       11.7215652       6.43535137    
          18  -27.2315998       72.3937988               2   1.00000000      0.859262884       7.61553860       13.7482061      0.636430621       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      0.700342536      0.914856970      0.495393187      0.698101461      0.913745224      0.492073208       4.55716274E-41  0.515486479      0.319708258               1           2           0   49.9804001       30.9256992       233.891800      0.658100009      0.210400000      -39.7849731       331.543304       0.00000000       9.81516075       4.38188648    
