           2  -54.2911987       72.8994980               2   1.00000000      0.988760829      0.989370406      0.989126325      0.986686587      0.984841347      0.978161395      0.966973841      0.954366982      0.952592552      0.951112211      0.940257251      0.921202481      0.916506350      0.913481712      0.911270380      0.903312981      0.860383928      0.832694232      0.822815657      0.803347170      0.654418826    
           3  -54.2952003       72.8956985               2   1.00000000      0.879535317      0.886495709      0.900205255      0.915269613      0.919098198      0.921071053      0.908688545      0.885829926      0.882462800      0.879618049      0.857305408      0.817493916      0.807662845      0.801334083      0.796728730      0.780246377      0.694287419      0.641577423      0.623360574      0.588345349      0.358271331    
           4  -54.2892990       72.8926010               2   1.00000000      0.946183205      0.948096216      0.950271010      0.949796200      0.947713435      0.936642945      0.913477242      0.885308206      0.881326020      0.878001392      0.853451908      0.810903370      0.800557852      0.793926239      0.789098978      0.771859407      0.682583570      0.628345728      0.609647393      0.573786974      0.341263026    
           8  -54.3000984       72.8929977               1   1.00000000      0.995086432      0.995353758      0.995246708      0.994176149      0.993365467      0.990423560      0.985471010      0.979851186      0.979056835      0.978393495      0.973511517      0.964864254      0.962717593      0.961331725      0.960316896      0.956653416      0.936568141      0.923311353      0.918521762      0.908986688      0.831287563    
           9  -54.2882004       72.8929977               1   1.00000000      0.991035342      0.991522133      0.991327226      0.989378631      0.987904191      0.982561946      0.973598182      0.963471889      0.962044418      0.960853100      0.952106118      0.936701715      0.932895303      0.930441618      0.928646743      0.922180295      0.887091935      0.864271045      0.856092334      0.839915097      0.713329613    
          12  -54.2935982       72.8938980               1   1.00000000      0.990991712      0.991480827      0.991284966      0.989326954      0.987845361      0.982477367      0.973470688      0.963296473      0.961862266      0.960665405      0.951877475      0.936402082      0.932578325      0.930113435      0.928310394      0.921814799      0.886572003      0.863654375      0.855441689      0.839198411      0.712151527    
          15  -27.2031994       72.3944016               2   1.00000000      0.978234947      0.979409456      0.978939116      0.974243581      0.970699489      0.957922280      0.936707497      0.913078308      0.909775972      0.907025516      0.886980593      0.852320850      0.843882024      0.838468373      0.834521294      0.820392489      0.746195614      0.700154185      0.684073746      0.652914941      0.438016444    
          16  -27.2369995       72.3971024               2   1.00000000      0.868760049      0.872373283      0.879965186      0.889630735      0.892811656      0.898046494      0.898122251      0.890555739      0.889357567      0.888306737      0.877424479      0.854848146      0.848719239      0.844657183      0.841695607      0.830900609      0.771021187      0.731317997      0.717313349      0.689937174      0.491131246    
          17  -27.2238998       72.3957977               2   1.00000000      0.867874146      0.873095572      0.884035707      0.897761464      0.902295291      0.910167694      0.912165403      0.905318618      0.904210210      0.903226912      0.892615438      0.870658636      0.864726961      0.860803604      0.857946813      0.847556651      0.790264845      0.752455115      0.739106297      0.712981343      0.521531522    
          18  -27.2315998       72.3937988               2   1.00000000      0.983678401      0.984561503      0.984207809      0.980675340      0.978006244      0.968363106      0.952279925      0.934257805      0.931729794      0.929622471      0.914215624      0.887366354      0.880787790      0.876558840      0.873471200      0.862388313      0.803369761      0.766004384      0.752809465      0.727016509      0.539381325    
          19  -27.2446003       72.3966980               1   1.00000000      0.987516820      0.988193512      0.987922549      0.985214710      0.983167171      0.975758672      0.963363469      0.949414968      0.947453260      0.945817113      0.933827937      0.912819445      0.907649219      0.904320776      0.901888132      0.893139720      0.846093118      0.815885186      0.805135071      0.783991158      0.624231040    
          20  -27.2070999       72.3940964               2   1.00000000      0.946180642      0.947751701      0.950036764      0.951140881      0.950370312      0.944220126      0.928752422      0.908189535      0.905224442      0.902738035      0.883981586      0.850732446      0.842528522      0.837246239      0.833393872      0.819573879      0.746541202      0.700911224      0.684961677      0.654035151      0.439946294    
          21  -27.2311001       72.3960037               2   1.00000000      0.987075567      0.987775981      0.987495542      0.984692693      0.982573569      0.974907100      0.962085009      0.947663069      0.945635438      0.943944335      0.931555986      0.909861743      0.904525399      0.901090622      0.898580611      0.889555633      0.841076910      0.809999704      0.798950016      0.777232230      0.613852203    
          22  -27.2278004       72.3911972               1   1.00000000      0.990355253      0.990750909      0.990825117      0.989749968      0.988766372      0.984829307      0.977748513      0.969514191      0.968346477      0.967370868      0.960167408      0.947408497      0.944244444      0.942202568      0.940708280      0.935319006      0.905934036      0.886696637      0.879779994      0.866063893      0.757001400    
          24  -27.2164001       72.3927002               2   1.00000000      0.984887064      0.985705256      0.985377610      0.982104421      0.979630649      0.970688879      0.955760837      0.939010680      0.936659157      0.934698641      0.920354664      0.895314395      0.889170527      0.885219216      0.882333338      0.871968448      0.816602647      0.781393945      0.768930256      0.744519353      0.564809680    
          25  -27.2402000       72.3961029               2   1.00000000      0.987234652      0.987926543      0.987649500      0.984880924      0.982787609      0.975214064      0.962545812      0.948294461      0.946290553      0.944619238      0.932374656      0.910927236      0.905650675      0.902254105      0.899771929      0.890846431      0.842882395      0.812117159      0.801174939      0.779662848      0.617574871    
          26  -27.1998005       72.3929977               2   1.00000000      0.994541407      0.994838238      0.994719386      0.993530452      0.992630243      0.989364088      0.983868003      0.977635264      0.976754546      0.976019204      0.970608890      0.961033165      0.958657503      0.957124114      0.956001401      0.951949596      0.929765999      0.915153265      0.909879506      0.899389565      0.814376295    
          27  -27.2408009       72.3967972               1   1.00000000      0.992550969      0.992955685      0.992793620      0.991173089      0.989946485      0.985499620      0.978028893      0.969575286      0.968382359      0.967386663      0.960068941      0.947153866      0.943957031      0.941895127      0.940386176      0.934946001      0.905312002      0.885931969      0.878965378      0.865152240      0.755416870    
          28  -27.2198009       72.3939972               2   1.00000000      0.900955856      0.904385388      0.911567748      0.920609117      0.923580408      0.928588748      0.929258406      0.923522711      0.922605634      0.921797812      0.913339853      0.895824194      0.891076982      0.887932479      0.885639310      0.877278805      0.830652773      0.799401879      0.788281143      0.766382933      0.599734843    
          29  -49.9356003       67.0959015               2   1.00000000      0.987109244      0.987807870      0.987528145      0.984732568      0.982618868      0.974972129      0.962182581      0.947796822      0.945774198      0.944087267      0.931729376      0.910087347      0.904763699      0.901336968      0.898832858      0.889828980      0.841459095      0.810447812      0.799420834      0.777746558      0.614638984    
          30  -49.9236984       67.0970993               2   1.00000000      0.977142572      0.978375375      0.977881670      0.972953677      0.969234884      0.955833673      0.933602929      0.908872247      0.905418515      0.902542472      0.881595731      0.845433652      0.836640179      0.831001401      0.826891363      0.812187195      0.735185385      0.687596202      0.671012104      0.638934016      0.420036703    
          31  -49.9515991       67.0987015               2   1.00000000      0.982103229      0.983070791      0.982683301      0.978813529      0.975890398      0.965336084      0.947756112      0.928091168      0.925335586      0.923039198      0.906265259      0.877099693      0.869966567      0.865383923      0.862039268      0.850043714      0.786422014      0.746375024      0.732278049      0.704791605      0.507909715    
          32  -49.9431000       67.0939026               2   1.00000000      0.982986152      0.983906388      0.983537853      0.979857028      0.977076232      0.967032254      0.950290084      0.931543887      0.928915501      0.926724851      0.910714626      0.882841706      0.876017809      0.871632278      0.868430853      0.856943667      0.795880437      0.757318854      0.743720531      0.717168570      0.525323272    
          34  -49.9534988       67.0979004               2   1.00000000      0.985607088      0.986386538      0.986074448      0.982955873      0.980598629      0.972075701      0.957838416      0.941850722      0.939605117      0.937732756      0.924027741      0.900078237      0.894197106      0.890413702      0.887650013      0.877720296      0.824581087      0.790699005      0.778687537      0.755135059      0.580508113    
